tech_survey_start_date,tech_survey_end_date,id_respondent,tech_consent,ses_citizenship,tech_yob_quota,tech_age_screening,ses_gender,ses_province,ses_education,op_democracy_satisfaction,op_most_important_issue_text,op_most_important_local_issue_text,op_important_issue_party_other_text,op_important_local_issue_party_other_text,behav_vote_choice_other_text,behav_vote_choice_pr_other_text,behav_vote_unlikely_other_text,behav_vote_unlikely_pr_other_text,behav_vote_advance_other_text,behav_vote_lean_other_text,behav_vote_lean_pr_other_text,behav_second_choice_other_text,behav_second_choice_pr_other_text,behav_not_vote_for_other_text,op_political_interest,op_election_interest,op_important_issue_best_party,op_important_local_issue_best_party,behav_vote_choice,behav_vote_choice_pr,behav_vote_unlikely_choice,behav_vote_unlikely_pr_choice,behav_advance_vote_choice,behav_vote_lean,behav_vote_lean_pr,behav_second_choice_party,behav_second_choice_party_pr,behav_vote_likelihood,behav_vote_likelihood_pr,op_federal_government_satisfaction,op_most_important_issue_overflow1,op_most_important_issue_overflow2,op_most_important_issue_overflow3,op_most_important_issue_overflow4,op_most_important_issue_overflow5,op_party_best_issue_other_text,op_most_important_local_issue_overflow1,op_most_important_local_issue_overflow2,op_most_important_local_issue_overflow3,op_party_best_local_issue_other_text,behav_not_vote_liberal,behav_not_vote_conservative,behav_not_vote_ndp,behav_not_vote_bloc,behav_not_vote_green,behav_not_vote_peoples,behav_not_vote_other_party,behav_could_vote_any_party,behav_not_vote_dont_know,op_party_rating_liberal,op_party_rating_conservative,op_party_rating_ndp,op_party_rating_bloc,op_party_rating_green,op_party_rating_peoples,op_leader_rating_trudeau,op_leader_rating_scheer,op_leader_rating_singh,op_leader_rating_blanchet,op_leader_rating_may,op_leader_rating_bernier,op_candidate_rating_liberal,op_candidate_rating_conservative,op_candidate_rating_ndp,op_candidate_rating_bloc,op_candidate_rating_green,op_candidate_rating_peoples,op_ideology_self_placement,op_ideology_liberal,op_ideology_conservative,op_ideology_ndp,op_ideology_bloc,op_ideology_green,op_ideology_peoples,op_ideology_self_placement_post,op_leader_intelligent_trudeau,op_leader_intelligent_scheer,op_leader_intelligent_singh,op_leader_intelligent_blanchet,op_leader_intelligent_may
13787712000.0,13787712000.0,R_2167E4uBFwL3tIw,1.0,canadian_citizen,80.0,,male,province_ontario,completed_secondary,0.667,Issues on  the environment,,,,,,,,,,,,,,0.7,0.7,new_democratic_party,,liberal_party_canada,,,,,,,new_democratic_party,,1.0,,0.333,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.75,0.28,0.73,0.24,0.42,0.39,0.61,0.34,0.8,0.43,0.49,0.49,0.65,0.39,0.55,,0.34,0.34,,1.0,0.0,0.7,0.4,0.4,0.6,0.9,0,0,1,0,1
13787712000.0,13787712000.0,R_2ARPwQNr05juvGk,1.0,canadian_citizen,81.0,,female,province_ontario,completed_secondary,,Climate Change,,,,,,,,,,,,,,1.0,1.0,8.0,,,,,,,,,,,1.0,,0.333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,0.18,0.43,0.1,0.38,0.43,,0.4,,0.34,,,,,,,0.5,0.5,0.6,0.4,0.7,,,,0,0,0,0,0
13787712000.0,13787712000.0,R_3fotX1MQKDhb4UK,1.0,canadian_citizen,81.0,,male,province_ontario,some_university,0.667,Education; Student Funding,OSAP cuts,,,,,,,,,,,,,0.9,0.9,liberal_party_canada,new_democratic_party,liberal_party_canada,,,,,,,new_democratic_party,,0.75,,0.333,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0.65,0.39,0.63,0.0,0.44,0.23,0.53,0.42,0.44,0.26,0.34,0.31,0.48,0.34,0.45,,0.39,0.34,,0.4,0.6,0.3,0.3,0.5,0.8,,0,0,0,0,0
13787712000.0,13787712000.0,R_3E9I0FT0lJwWnhe,1.0,canadian_citizen,81.0,,female,province_ontario,some_secondary,0.667,,,,,,,,,,,,,,,0.9,,,,liberal_party_canada,,,,,,,new_democratic_party,,1.0,,0.667,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.82,0.08,0.86,,,,,,1.0,,,,0.81,0.07,0.93,,0.05,0.07,0.3,0.0,0.9,0.1,0.8,0.1,,,0,0,1,0,0
13787712000.0,13787712000.0,R_1FynCZH7i2j3zEY,1.0,canadian_citizen,80.0,,male,province_ontario,completed_secondary,0.667,Economy,Traffic,,,,,,,,,,,,,1.0,1.0,conservative_party_canada,conservative_party_canada,conservative_party_canada,,,,,,,,,1.0,,0.0,,,,,,,,,,,1,0,1,0,1,1,0,0,0,0.2,0.8,0.0,0.0,0.0,0.25,0.15,0.8,0.15,0.0,0.3,0.2,,0.9,,,,,1.0,0.3,0.9,0.0,0.1,0.1,1.0,,0,1,0,0,1
13787712000.0,13787712000.0,R_OC1iy7s0tGo4O53,1.0,canadian_citizen,76.0,,female,province_ontario,some_university,0.667,Environmental issues/climate change,Public transit,,,,,,,,,,,,,0.9,0.7,green_party_canada,8.0,liberal_party_canada,,,,,,,new_democratic_party,,1.0,,0.667,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0.75,0.7,0.75,,1.0,,0.8,0.75,0.8,,0.7,,,,,,,,0.4,0.4,0.6,0.3,0.7,0.5,0.5,,1,1,1,1,1
13787712000.0,13787712000.0,R_1mKp6J3wuiXNVoz,1.0,canadian_citizen,79.0,,female,province_ontario,some_university,0.667,education and environment,,,,,,,,,,,,,,1.0,1.0,green_party_canada,,green_party_canada,,,,,,,new_democratic_party,,1.0,,0.333,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0.63,0.06,0.81,0.51,0.96,0.0,0.83,0.0,0.64,0.61,0.85,0.0,,,,,,,0.2,0.4,0.8,0.2,0.5,0.2,1.0,,1,0,1,1,1
13787712000.0,13787712000.0,R_6D3sTWGzDUwNb69,1.0,canadian_citizen,81.0,,male,province_ontario,some_secondary,1.0,Climate change,,,,,,,,,,,,,,0.7,0.8,8.0,,liberal_party_canada,,,,,,,new_democratic_party,,1.0,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0.8,,0.74,0.3,0.7,0.6,,,,,,,0.8,,,,,,0.2,0.0,1.0,0.3,,0.3,0.3,,1,1,1,1,1
13787712000.0,13787712000.0,R_2XgN2Ob9v6Q7leV,1.0,canadian_citizen,81.0,,female,province_ontario,some_university,0.667,Osap funding,Less construction in my area,,,,,,,,,,,,,0.9,1.0,liberal_party_canada,8.0,liberal_party_canada,,,,,,,conservative_party_canada,,1.0,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.9,0.83,0.69,0.0,0.61,0.37,0.8,0.21,0.29,0.34,0.36,,0.72,0.86,0.54,,0.49,0.32,0.3,0.3,0.8,0.5,0.7,0.4,0.4,,1,0,0,0,0
13787712000.0,13787712000.0,R_1FtuwG5usWZ9Ag3,1.0,permanent_resident,81.0,,female,province_ontario,completed_secondary,0.667,,,,,,,,,,,,,,,0.7,0.6,,,,liberal_party_canada,,,,,,,green_party_canada,,0.75,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0.1,,0.1,,0.0,,0.1,,,,0.1,,,,,,,,0.3,0.7,,,,1.0,,0,0,1,0,0
13787712000.0,13787712000.0,R_3oMWMu5zw0JQxNB,1.0,canadian_citizen,78.0,,male,province_ontario,some_university,1.0,Good leadership,,,,,,,,,,,,,,1.0,1.0,liberal_party_canada,,liberal_party_canada,,,,,,,new_democratic_party,,1.0,,1.0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1.0,0.0,0.6,0.0,0.5,0.0,0.9,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,,0.0,0.0,0.3,0.3,0.7,0.2,0.9,0.2,1.0,,1,0,1,1,1
13787712000.0,13787712000.0,R_ZaAo5kQO1Kv4mfn,1.0,canadian_citizen,81.0,,male,province_ontario,completed_secondary,0.667,,,,,,,,,,,,,,,0.7,0.9,,,conservative_party_canada,,,,,,,peoples_party_canada,,0.75,,0.0,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0.42,1.0,0.1,0.0,0.0,,0.0,0.84,0.07,0.08,0.23,0.26,0.27,0.75,0.31,,0.13,0.27,0.8,0.5,0.7,0.2,0.7,0.3,0.7,,0,1,1,1,1
13787712000.0,13787712000.0,R_yXg76X30iGa9qut,1.0,canadian_citizen,81.0,,female,province_ontario,some_university,0.667,The environment,,,,,,,,,,,,,,0.8,0.7,new_democratic_party,,new_democratic_party,,,,,,,green_party_canada,,0.75,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.8,0.52,0.85,,0.8,,0.63,,,,,,,,,,,,,0.2,0.9,0.0,0.7,0.2,,0.2,0,0,0,0,0
13787712000.0,13787712000.0,R_2frntmrI5rljDK8,1.0,canadian_citizen,81.0,,female,province_ontario,some_university,0.667,Education/Affordability,,,,,,,,,,,,,,0.8,0.8,new_democratic_party,,new_democratic_party,,,,,,,liberal_party_canada,,1.0,,0.333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.76,0.2,0.86,0.33,,0.65,0.65,0.14,0.71,0.31,0.54,0.62,0.81,0.66,0.55,,,,,0.5,0.9,0.3,0.7,0.4,0.5,0.4,0,1,1,0,0
13787712000.0,13787712000.0,R_3O9M6HHQ8gEBBXH,1.0,canadian_citizen,81.0,,female,province_ontario,some_university,0.667,education,Affordable Housing,,,,,,,,,,,,,0.8,0.7,liberal_party_canada,liberal_party_canada,liberal_party_canada,,,,,,,new_democratic_party,,0.75,,0.667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.87,0.01,0.72,0.21,0.79,,0.85,,0.69,,,,,,,,,,,0.1,0.8,0.2,0.7,0.1,,0.2,1,0,1,0,0
13787712000.0,13787712000.0,R_ZvMSBYhSo5ayHrX,1.0,canadian_citizen,79.0,,female,province_ontario,completed_secondary,1.0,Teacher Cuts/Occasional Teachers (Education),,,,,,,,,,,,,,0.8,0.4,8.0,,conservative_party_canada,,,,,,,new_democratic_party,,1.0,,0.333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.39,0.75,0.77,,0.62,,0.35,,0.73,,,,,0.67,0.61,,,,0.6,0.2,0.7,0.4,,0.6,0.4,,0,0,1,0,1
13787712000.0,13787712000.0,R_1dN3Vkq3TrktixZ,1.0,canadian_citizen,79.0,,male,province_ontario,some_university,0.333,"Climate Change, Indigenous, migrant and minority rights",,,,,,,,,,,,,,0.8,0.8,green_party_canada,,liberal_party_canada,,,,,,,green_party_canada,,1.0,,0.667,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0.65,0.0,0.85,,0.91,0.0,0.6,0.0,0.71,,0.8,0.0,0.65,0.0,0.7,,0.7,0.0,,0.4,0.8,0.3,0.5,0.2,1.0,0.3,0,0,0,0,1
13787712000.0,13787712000.0,R_abDZTPmtAjXIRJT,1.0,canadian_citizen,81.0,,female,province_ontario,completed_secondary,0.667,Education,,,,,,,,,,,,,,1.0,0.8,new_democratic_party,,liberal_party_canada,,,,,,,new_democratic_party,,1.0,,0.667,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0.91,0.03,0.95,0.13,0.29,0.03,0.7,0.0,0.73,,,0.09,0.94,,0.95,,,,0.2,0.1,0.8,0.0,0.4,0.2,0.9,,1,1,1,1,1
